Serial,QDATE,QMONTH,QYEAR,METHOD,WAVE,QST_1,QST_2,QET_1,QET_2,DURA,ID_INTV,Q1A,Q1B,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5A,Q5B_1,Q5B_2,Q5B_3,Q5B_4,Q5B_5,Q5B_6,Q5B_7,Q6,Q7A_1,Q7B_1,Q7C_1,Q7A_2,Q7B_2,Q7C_2,Q7A_3,Q7B_3,Q7C_3,Q7A_4,Q7B_4,Q7C_4,Q7A_5,Q7B_5,Q7C_5,Q7A_6,Q7B_6,Q7C_6,Q7A_7,Q7B_7,Q7C_7,Q7A_8,Q7B_8,Q7C_8,Q7A_9,Q7B_9,Q7C_9,Q7A_10,Q7B_10,Q7C_10,Q8,Q9,Q10,Q11,Q12A_1,Q12A_2,Q12A_3,Q13A_1,Q13A_2,Q14,Q15A,Q15B,Q15C,Q57A,Q57B,Q57C,Q16A,Q16B,Q16C,Q17A_1,Q17A_2,Q17A_3,Q17A_4,Q18A_1,Q18A_2,Q18A_3,Q19A_1,Q19A_2,Q19A_3,Q20,Q21A,Q21B_1,Q21B_2,Q21B_3,Q21B_4,Q21C,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30A,Q30B,Q31_1,Q31_2,Q31_3,Q31_4,Q32A_1,Q32A_2,Q32A_3,Q32A_4,Q32A_5,Q32A_6,Q32B_1_1,Q32B_1_2,Q32B_1_3,Q32B_2_1,Q32B_2_2,Q32B_2_3,Q32B_2_4,Q32B_3_1,Q32B_3_2,Q32B_3_3,Q32B_4_1,Q32B_4_2,Q32B_4_3,Q32B_5_1,Q32B_5_2,Q32B_6,Q32B_7_1,Q32B_7_2,Q32B_8_1,Q32B_8_2,Q33A_1,Q33A_2,Q33A_3,Q33A_4,Q33B_1,Q33B_2,Q33B_3,Q33B_4,Q34A_1,Q34A_2,Q34B_1,Q34B_2,Q35,Q36,Q37A_1,Q37A_2,Q37A_3,Q58,Q38A_1,Q38A_2,Q38B_1,Q38B_2,Q39,Q40A,Q40B,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q44_10,Q44_11,Q44_12,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
757,23,7,16,2,6,18,42,18,56,14,261349,23,1,1,,,,94,2,1,0,1,1,1,1,0,0,1,32,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,6,97,0,0,1,0,0,8,0,0,5,5,5,5,5,5,5,5,5,5,97,1,1,,,,0,1,0,10,7,2,0,3,0,1,1,2,4,,,3,,,,,,0,,,0,,,,2,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,5,200,U,U,6,U,U,U,U,2,26,3,5,2,4,1,2,3,4,8,,,,,,,,3,97,4,1,0,4,MEDEA,1,776577873,2,2,3
758,23,7,16,2,6,19,0,19,16,16,261349,23,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,53,1,1,18,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,8,1,0,0,1,0,0,8,0,0,5,5,5,5,5,5,5,4,4,4,97,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,77777,U,U,4,U,U,U,U,2,45,5,4,9,4,1,2,3,4,8,12,,,,,,,3,1,1,2,0,4,MEDEA,1,558962964,1,2,3
759,23,7,16,2,6,19,16,19,31,15,261349,23,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,30,1,1,2,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,7,97,0,0,1,0,0,7,0,0,5,5,5,5,5,5,5,4,4,4,3,2,0,,,,0,1,0,3,5,2,0,3,0,1,1,2,4,,,3,,,,,,0,,,0,,,,2,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,3,1000,U,U,4,U,U,U,U,2,26,3,5,2,4,1,2,3,4,8,12,,,,,,,3,97,1,3,0,3,MEDEA,1,658453068,2,2,3
760,23,7,16,2,6,19,32,19,49,17,261349,23,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,62,1,1,50,2,1,27,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,4,97,0,0,1,0,0,8,0,0,5,5,5,5,5,5,5,4,4,4,3,2,0,,,,0,1,0,9,2,2,0,3,0,1,1,2,,,,3,,,,,,0,,,0,,,,2,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,4,1000,U,U,4,U,U,U,U,2,26,3,5,7,4,1,2,3,4,7,8,12,,,,,,3,97,1,1,0,4,MEDEA,1,774569499,2,2,3
761,23,7,16,2,6,13,0,13,14,14,21108,26,1,1,,,,94,2,1,0,1,1,0,1,0,0,3,36,1,1,9,2,2,7,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,6,8,8,4,12,0,1,1,0,8,8,0,3,3,3,3,2,3,3,3,3,3,3,1,1,,,,0,1,0,2,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3000,500,U,4,U,U,U,U,2,30,3,4,9,4,1,2,4,8,,,,,,,,,97,1,2,1,3,5,TIARET,3,775870748,1,1,3
762,23,7,16,2,6,13,16,13,37,21,21108,26,1,1,,,,94,2,1,0,1,1,0,0,0,0,6,59,1,1,54,2,1,23,1,1,21,2,1,19,1,1,17,2,1,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,7,23,0,0,2,0,0,8,0,0,3,3,3,3,2,3,3,2,3,3,97,2,0,,,,0,1,0,8,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,8,2200,U,U,4,U,U,U,U,1,37,4,4,2,4,1,2,4,8,12,,,,,,,,97,2,1,1,0,4,TIARET,3,770393322,1,1,3
763,23,7,16,2,6,14,34,14,46,12,21108,26,1,1,,,,94,2,1,0,1,1,0,0,0,0,5,56,1,1,24,1,1,21,2,1,19,1,1,17,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,7,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,3,3,3,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,100,U,U,4,U,U,U,U,2,54,5,1,9,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,TIARET,3,779626698,1,2,3
764,23,7,16,2,6,14,51,15,4,13,21108,26,1,1,,,,94,2,1,0,1,1,0,0,0,0,5,45,1,1,19,1,1,15,2,1,12,1,2,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,7,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,3,3,3,97,2,0,,,,0,1,0,9,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,300,U,U,4,U,U,U,U,2,35,4,4,9,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,TIARET,3,779562394,1,2,3
765,23,7,16,2,6,15,7,15,27,20,21108,26,1,1,,,,94,2,1,0,1,1,0,0,0,0,4,61,1,1,27,1,1,25,1,1,21,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,8,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,3,3,3,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2000,U,U,4,U,U,U,U,2,55,6,4,9,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,TIARET,3,792546870,1,2,3
766,23,7,16,2,6,15,30,15,45,15,21108,26,1,1,,,,94,2,1,0,1,1,0,0,0,0,4,56,1,1,49,2,1,23,1,1,19,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,4,0,0,1,0,0,8,0,0,2,3,3,3,2,3,3,2,3,3,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1500,U,U,4,U,U,U,U,1,25,3,4,8,5,1,2,4,8,12,,,,,,,,97,1,1,1,0,4,TIARET,3,790779481,1,1,3
767,23,7,16,2,6,15,49,16,12,23,21108,26,1,1,,,,94,2,3,1,1,0,0,0,0,0,5,42,2,1,20,1,1,18,1,1,15,2,2,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,2,0,7,8,7,12,1,0,1,1,0,8,8,0,2,3,3,3,2,3,3,3,3,3,2,2,0,,,,0,1,0,10,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,1000,U,4,U,U,U,U,1,49,5,5,6,5,1,2,4,8,,,,,,,,,97,1,1,3,2,4,TIARET,3,662703962,1,1,3
768,23,7,16,2,6,16,16,16,32,16,21108,26,2,1,,,,94,2,2,1,0,1,0,1,0,0,4,56,1,1,49,2,1,22,2,1,19,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,2,1,0,6,8,8,1,4,0,1,1,0,8,8,0,3,3,3,3,2,3,3,2,3,3,3,2,0,,,,0,1,0,4,7,2,0,1,1,1,1,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,5,2500,1000,U,4,U,U,U,U,1,25,3,4,94,7,1,2,4,8,,,,,,,,,97,1,1,2,1,5,SOUGUEUR,3,550890054,1,1,3
769,23,7,16,2,6,16,35,16,48,13,21108,26,2,1,,,,94,2,1,0,1,1,0,0,0,0,5,58,1,1,52,2,1,23,1,1,20,2,1,17,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,3,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,2,3,3,97,2,0,,,,0,1,0,9,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,200,U,U,4,U,U,U,U,2,19,1,5,7,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,SOUGUEUR,3,795225467,1,2,3
770,23,7,16,2,6,16,48,17,2,14,21108,26,2,1,,,,94,2,1,0,1,1,0,0,0,0,5,54,1,1,26,1,1,24,2,1,22,1,1,19,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,8,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,2,3,3,97,2,0,,,,0,1,0,3,7,1,2,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3000,U,U,4,U,U,U,U,2,50,5,3,6,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,SOUGUEUR,3,795940061,1,2,3
771,23,7,16,2,6,17,4,17,17,13,21108,26,2,1,,,,94,2,3,1,1,0,0,1,0,0,3,56,1,1,49,2,1,23,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,3,12,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,2,3,3,97,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,300,U,U,4,U,U,U,U,1,17,1,4,7,4,1,2,4,8,,,,,,,,,97,1,1,3,0,5,SOUGUEUR,3,675947239,1,1,3
772,23,7,16,2,6,17,20,17,34,14,21108,26,2,1,,,,94,2,1,0,1,1,0,1,0,0,4,62,1,1,27,1,1,24,2,1,21,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,8,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,2,3,3,97,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4000,U,U,4,U,U,U,U,2,57,6,4,6,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,SOUGUEUR,3,779262138,1,2,3
773,23,7,16,2,6,18,3,18,14,11,21108,26,2,1,,,,94,2,3,1,1,0,1,0,0,0,7,61,1,1,57,2,1,29,1,1,27,2,1,24,1,1,21,2,1,19,1,1,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,4,12,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,2,3,3,97,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,700,U,U,4,U,U,U,U,2,22,2,5,7,4,1,2,4,8,,,,,,,,,97,1,1,3,0,5,SOUGUEUR,3,657074324,1,2,3
774,23,7,16,2,6,18,18,18,31,13,21108,26,2,1,,,,94,2,1,0,1,1,0,0,0,0,3,40,1,1,13,1,2,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,5,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,2,3,3,1,2,0,,,,0,1,0,7,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,U,U,4,U,U,U,U,2,36,4,4,9,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,SOUGUEUR,3,778070159,1,2,3
775,23,7,16,2,6,18,35,18,48,13,21108,26,2,1,,,,94,2,1,0,1,1,0,0,0,0,3,49,2,1,23,1,1,21,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,6,8,8,4,12,0,1,1,0,8,8,0,3,3,3,3,3,3,3,2,3,3,97,2,0,,,,0,1,0,10,7,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,500,200,U,4,U,U,U,U,1,52,5,5,1,4,1,2,4,8,,,,,,,,,97,1,1,1,3,4,SOUGUEUR,3,790818759,1,1,3
776,23,7,16,2,6,18,49,19,4,15,21108,26,2,1,,,,94,2,3,1,1,0,0,0,0,0,7,60,1,1,54,2,1,26,1,1,24,2,1,19,1,1,17,2,1,15,1,2,U,0,0,U,0,0,U,0,0,1,0,0,2,3,1,0,8,7,5,12,4,0,1,1,0,8,8,0,3,3,3,3,3,3,3,2,3,3,97,1,1,,,,0,3,97,9,6,1,2,1,1,1,1,1,4,,,2,,,,,,0,,,1,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,4,1000,100,U,4,U,U,U,U,1,22,2,5,94,5,1,2,4,7,8,,,,,,,,97,1,2,3,1,4,SOUGUEUR,3,669442203,1,1,3
777,23,7,16,2,6,19,6,19,25,19,21108,26,2,1,,,,94,2,5,1,1,1,0,0,0,0,4,49,2,1,21,1,1,19,2,1,17,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,8,1,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,3,3,3,97,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1500,U,U,4,U,U,U,U,1,55,6,4,6,4,1,2,4,8,,,,,,,,,97,1,1,2,0,5,SOUGUEUR,3,551346780,2,1,3
778,24,7,16,2,6,9,23,9,34,11,81119,20,1,1,,,,94,2,3,1,1,0,1,1,0,0,4,41,2,1,23,1,1,17,2,2,12,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,5,12,0,0,1,0,0,97,0,0,3,3,3,3,97,97,3,97,97,3,3,2,0,,,,0,1,0,8,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,4,U,U,U,U,1,48,5,4,95,5,95,,,,,,,,,,,,97,1,1,3,0,5,BECHAR,4,664417072,1,2,3
779,24,7,16,2,6,9,34,9,45,11,81119,20,1,1,,,,94,2,3,1,1,0,1,1,0,0,4,38,2,1,18,1,1,15,1,2,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,97,12,0,0,1,0,0,97,0,0,3,3,3,3,97,97,3,97,97,3,3,2,0,,,,0,1,0,9,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,4,U,U,U,U,1,46,5,4,95,5,95,,,,,,,,,,,,97,1,1,3,0,5,BECHAR,4,663017518,1,2,3
780,21,7,16,2,6,14,59,15,15,16,311428,14,2,1,,,,94,2,1,0,1,1,1,1,0,0,5,47,1,1,40,2,1,25,1,1,23,2,1,14,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,4,10,0,0,1,0,0,8,0,0,4,4,4,4,3,2,2,3,2,2,1,2,0,,,,0,3,97,8,7,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,1,0,7,3,1500,U,U,4,U,U,500,U,1,17,1,4,7,4,1,2,3,4,10,,,,,,,,97,1,1,1,0,4,ES SENIA,3,798885692,1,2,3
781,21,7,16,2,6,15,42,16,3,21,311428,14,2,1,,,,94,2,5,1,1,1,0,0,0,0,6,44,2,1,26,2,1,21,2,1,17,1,1,13,2,2,9,1,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,3,1,2,3,7,7,8,4,3,97,1,1,1,8,97,8,4,5,97,4,4,3,4,3,3,4,97,2,0,,,,0,1,0,6,6,1,1,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1200,500,500,4,U,U,U,U,1,53,5,3,4,4,1,2,3,4,6,7,8,9,12,,,,97,1,1,1,2,3,ES SENIA,3,779245560,1,2,3
782,24,7,16,2,6,9,48,10,1,13,81119,20,1,1,,,,94,2,3,1,1,0,1,1,0,0,5,37,2,1,25,1,1,21,2,1,17,1,1,9,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,5,12,0,0,1,0,0,97,0,0,3,3,3,3,97,97,3,97,97,3,97,2,0,,,,0,1,0,8,97,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1500,U,U,4,U,U,U,U,1,45,5,4,95,5,95,,,,,,,,,,,,97,1,1,3,0,5,BECHAR,4,696833836,1,2,3
783,24,7,16,2,6,9,3,9,23,20,261347,23,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,52,1,1,49,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,6,10,0,0,1,0,0,8,0,0,5,5,5,5,4,4,4,3,3,3,3,1,2,,,,0,5,0,1,4,2,0,1,1,1,1,1,2,3,4,2,3,,,,,0,,,1,2,3,4,2,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,8,3,4000,U,U,4,U,U,U,U,2,26,3,5,1,4,1,2,3,4,7,8,9,12,,,,,4,1,3,1,0,3,MEDEA,1,775356985,1,1,3
784,24,7,16,2,6,9,36,9,57,21,261347,23,1,1,,,,94,2,2,1,0,1,1,1,0,0,2,32,1,1,2,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,2,0,10,10,7,23,97,0,2,1,0,8,8,0,5,5,5,5,4,4,4,3,3,3,3,2,0,,,,0,1,0,5,4,2,0,1,1,1,1,1,2,4,,2,3,,,,,0,,,1,2,4,,4,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,11,5,1500,100,U,4,U,U,U,U,2,28,3,5,1,4,1,2,3,4,8,12,,,,,,,4,2,1,1,2,4,MEDEA,1,771258078,1,1,3
785,24,7,16,2,6,10,0,10,25,25,261347,23,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,28,2,1,3,1,2,1,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,8,12,0,0,1,0,0,8,0,0,5,5,5,5,4,4,4,3,3,3,2,1,1,,,,0,1,0,7,5,2,0,1,1,1,2,1,3,4,,2,,,,,,0,,,1,3,4,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,5,500,U,U,4,U,U,U,U,1,35,4,4,1,4,1,2,3,4,6,8,,,,,,,3,1,3,3,0,4,MEDEA,1,668109024,1,1,3
786,16,7,16,2,6,12,40,12,58,18,131452,16,1,1,,,,94,2,5,1,1,1,1,0,0,0,4,41,2,1,19,2,1,14,1,1,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,7,1,0,0,1,0,0,8,0,0,5,4,4,4,3,4,3,2,4,3,97,2,0,,,,0,3,97,10,6,2,0,1,1,1,3,2,,,,2,,,,,,0,,,2,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,2,2,0,0,7,5,500,U,U,4,U,U,U,U,1,47,5,4,1,4,1,2,3,4,8,12,,,,,,,3,1,1,2,0,4,MANSOURAH,3,556644937,1,2,3
787,17,7,16,2,6,18,24,18,46,22,131452,16,1,1,,,,94,2,5,1,1,1,1,0,0,0,2,47,1,1,19,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,7,2,0,0,1,0,0,8,0,0,5,5,5,4,4,5,4,3,3,3,97,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,500,U,U,4,U,U,U,U,2,40,4,2,9,4,1,2,3,4,,,,,,,,,3,1,1,2,0,4,MANSOURAH,3,550664163,1,2,3
788,17,7,16,2,6,18,48,19,13,25,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,30,2,1,10,2,2,8,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,5,23,0,0,2,0,0,8,0,0,5,5,5,5,4,3,3,4,4,4,97,1,1,,,,0,1,0,10,7,2,0,1,1,1,3,2,,,,2,,,,,,0,,,2,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,2,2,0,0,7,5,500,U,U,4,U,U,U,U,1,36,4,3,1,4,1,2,3,4,,,,,,,,,2,2,4,1,0,4,MANSOURAH,3,776497240,1,2,3
789,18,7,16,2,6,13,16,13,37,21,131452,16,1,1,,,,94,2,3,1,1,0,1,1,0,0,3,50,1,1,45,2,1,22,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,3,14,0,0,1,0,0,8,0,0,5,4,5,4,3,4,5,3,4,5,3,2,0,,,,0,1,0,10,7,2,0,1,1,1,1,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,7,5,500,U,U,4,U,U,U,U,1,18,1,4,7,4,1,2,3,4,8,,,,,,,,3,1,1,3,0,4,MANSOURAH,3,661399307,1,2,3
790,18,7,16,2,6,13,40,13,58,18,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,49,1,1,47,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,2,0,10,9,3,10,1,0,1,1,0,8,7,0,4,5,4,4,4,4,3,4,4,3,97,2,0,,,,0,1,0,10,6,2,0,1,1,1,1,2,3,4,,2,,,,,,0,,,2,3,4,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,4,800,500,U,4,U,U,U,U,1,23,2,5,7,4,1,2,3,4,,,,,,,,,2,1,1,1,2,4,MANSOURAH,3,781368294,1,2,3
791,18,7,16,2,6,14,2,14,24,22,131452,16,1,1,,,,94,2,3,1,1,0,1,1,0,0,2,60,1,1,56,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,6,12,0,0,1,0,0,8,0,0,5,5,5,5,4,4,4,3,3,3,97,1,1,,,,0,1,0,5,6,2,0,1,1,1,1,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,4,900,U,U,4,U,U,U,U,1,27,3,5,3,4,1,2,3,4,,,,,,,,,3,1,3,3,0,4,MANSOURAH,3,662837906,1,2,3
792,18,7,16,2,6,14,30,14,49,19,131452,16,1,1,,,,94,2,3,1,1,0,1,1,0,0,3,60,1,1,55,2,1,25,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,2,17,0,0,1,0,0,8,0,0,5,5,5,5,5,5,5,4,4,4,97,2,0,,,,0,1,0,11,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,400,U,U,4,U,U,U,U,2,17,1,4,7,4,1,2,3,4,,,,,,,,,2,1,1,3,0,4,MANSOURAH,3,663254075,1,2,3
