Serial,NETWORK,Q1,Q2_ETUDESMKT,Q3,Q4_AGETRANCHE,Q5_USERPRIN,Q6,Q6_NBRSIMDJEZZY,Q6_NBRSIMOOREDOO,Q6_NBRSIMMOBILIS,Q7_PRINSIM,Q8_OFFRESIM,Q10_NPS,Q11_PROMOT,Q11_DETRACT&NEUTRAL,Q12_TESTDATA,Q12_TESTCALLCENTER,Q12_TESTSHOP,Q12_TESTRECLAM,Q12_TESTSITEWEB,Q13_SATGLOBAL,Q13_SATCOUV,Q13_SATCOUVDATA,Q13_SATPRIX&PROMO,Q13_SATPOSTPAID,Q13_SATPREPAID,Q13_SATCALLCENTER,Q13_SATSHOP,Q13_SATSITEWEB,Q13_SATRECLAM,Q13_SATPROD&SERV,Q13_SATPUB,Q14_SATCOUVALG,Q14_SATCOUVCITY,Q14_SATCOUVINDOOR,Q14_SATCOUV1STCALL,Q14_SATCOUVSONINT,Q14_SATCOUVSONNETALG,Q14_SATCOUVSONNETINTER,Q14_SATCOUVROUTE,Q15_SATCOUVDATAALG,Q15_SATCOUVDATAINDOOR,Q15_SATCOUVDATASPEEDALG,Q15_SATCOUVDATASPEEDINDOOR,Q15_SATCOUVDATACONINST,Q15_SATCOUVDATACONCONT,Q16_SATPRIX&PROMOCOMPFACILE,Q16_SATPRIX&PROMOPRONNET,Q16_SATPRIX&PROMOPROFFNET,Q16_SATPRIX&PROMOPRINTER,Q16_SATPRIX&PROMOPRROAMING,Q16_SATPRIX&PROMOPRSMS,Q16_SATPRIX&PROMOPRDATA,Q16_SATPRIX&PROMOPRPROMO,Q16_SATPRIX&PROMOAVANTPROM,Q16_SATPRIX&PROMOFREQPROMO,Q16_SATPRIX&PROMOSIMPLPROMO,Q17_SATPOSTPAIDRECEPTNOTE,Q17_SATPOSTPAIDBILLFACILE,Q17_SATPOSTPAIDBILLFORMAT,Q17_SATPOSTPAIDBILLDETAIL,Q17_SATPOSTPAIDBILLPRECISION,Q17_SATPOSTPAIDBILLMODES,Q18_SATBILLRECHARGEDISPO,Q18_SATBILLRECHARGEMULTIPLE,Q18_SATBILLPROCESSFACILE,Q18_SATBILLSOLDEPRECISION,Q19_SATCALLCENTERMENUVOCAL,Q19_SATCALLCENTERTEMPSATT,Q19_SATCALLCENTERTEMPSATTCALL,Q19_SATCALLCENTERQUALITESON,Q19_SATCALLCENTERAGAMABILITE,Q19_SATCALLCENTERAGCOMPR,Q19_SATCALLCENTERAGCONAISSPROD,Q19_SATCALLCENTERAGRESOLCAP,Q19_SATCALLCENTERPRCALL,Q20_SATSHOPPROXIMITE,Q20_SATSHOPHEURESOUV,Q20_SATSHOPDESIGN,Q20_SATSHOPDISPOPRODBROCH,Q20_SATSHOPTEMPSATTENTE,Q20_SATSHOPAGAPPARENCE,Q20_SATSHOPAGAMABILITE,Q20_SATSHOPAGCOMPREHENSION,Q20_SATSHOPAGRESOLUTION,Q20_SATSHOPAGRESOLUTIONTIME,Q21_SATSITEWEBACTUALISE,Q21_SATSITEWEBAPPARENCE,Q21_SATSITEWEBSURF,Q21_SATSITEWEBINFOUTILE,Q21_SATSITEWEBINFODETAILLE,Q22_SATRECLAMMODES,Q22_SATRECLAMSPEED,Q22_SATRECLAMRESOLUEXACT,Q22_SATRECLAMPROCESSFACILITE,Q23_SATPROD&SERVGAMMETARIF,Q23_SATPROD&SERVGAMMESERV,Q23_SATPROD&SERVMIGRATION,Q23_SATPROD&SERVVARIETEDISPOTE,Q23_SATPROD&SERVROAMING,Q24_SATPUBINFORMATIVE,Q24_SATPUBCAPTIVANTE,Q24_SATPUBCOMPREHENSION,Q24_SATPUBCONCERNE,Q24_SATPUBCREDIBLE,Q24_SATPUBFREQUENCE,Q24_SATPUBSPONSORING,Q9_ARPU,Q25_SEXE,Q26_JOBACTUEL,Q27_NIVETUDES,Q28_WILAYA,Q29_COMMUNE,Q29_1,Q30_WILAYAAPPEL
664581098,2,8,2,1 2,3,1,3,U,U,1,3,13,8,0,1,2,2,2,2,2,5,4,0,5,0,4,0,0,0,0,5,4,5,4,4,5,4,5,5,4,0,0,0,0,0,0,5,5,3,5,6,5,6,5,5,4,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,5,3,5,3,3,4,4,500,2,2,5,39,934,1,0
664586502,2,8,2,1,3,1,3,U,U,1,3,13,5,0,1,2,2,2,2,2,4,5,0,5,0,5,0,0,0,0,5,4,3,2,5,3,4,5,6,3,0,0,0,0,0,0,4,5,4,6,6,5,2,2,2,2,3,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,6,3,4,3,5,3,3,2,1000,2,7,4,34,1468,1,0
664605729,2,8,2,1,5,1,3,U,U,1,3,13,5,0,1,2,2,2,2,2,3,4,0,3,0,5,0,0,0,0,3,4,3,5,5,3,4,4,6,3,0,0,0,0,0,0,2,3,3,2,4,3,6,4,2,2,3,0,0,0,0,0,0,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,4,5,3,3,5,5,5,5,1000,1,4,1,20,1104,1,0
664612475,2,8,2,1 2 3,7,1,3,U,U,1,3,39,10,1,0,1,2,2,2,2,4,4,4,3,0,5,0,0,0,0,4,3,5,4,5,4,6,4,4,5,4,5,4,4,4,4,3,4,3,3,4,5,4,6,4,4,4,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,4,4,5,5,5,4,5,1500,1,5,4,5,94,1,0
664642409,2,8,2,1 2 4,5,1,1 3,1,U,1,3,17,10,5 9,0,2,2,2,2,2,4,3,0,3,0,5,0,0,0,0,4,2,4,3,5,4,3,4,5,3,0,0,0,0,0,0,3,4,3,1,6,4,3,3,4,2,3,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,1,4,4,4,5,5,5,4,400,2,1,5,39,929,1,0
664664579,2,8,2,1,2,1,1 2 3,1,1,1,3,39,8,0,1 2,1,2,2,2,2,4,3,2,3,0,5,0,0,0,0,5,3,6,4,5,5,4,3,6,5,3,4,3,4,4,3,4,4,3,6,6,4,3,2,1,2,3,0,0,0,0,0,0,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,5,6,2,1,1,1,4,1,4,2000,1,4,4,39,929,1,0
664675383,2,8,2,1,4,1,1 3,1,U,1,3,13,10,5 6 8,0,1,2,1,2,2,5,5,5,5,0,5,0,5,0,0,3,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,5,5,5,6,6,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,55555,1,4,3,48,1383,1,0
664683674,2,8,2,1 2,4,1,3,U,U,1,3,39,10,6,0,2,2,2,2,2,4,3,0,5,0,4,0,0,0,0,4,6,4,5,4,3,4,4,6,5,0,0,0,0,0,0,4,5,5,6,6,5,4,4,4,3,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,6,5,5,5,5,5,6,4,3000,1,4,4,43,1346,1,0
664690596,2,8,2,1,5,1,3,U,U,1,3,13,9,5,0,2,2,2,2,2,3,5,0,2,0,3,0,0,0,0,1,5,5,3,2,5,1,4,3,4,0,0,0,0,0,0,3,4,3,3,4,5,4,4,4,5,3,0,0,0,0,0,0,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,5,5,5,4,3,3,4,4,300,2,7,4,5,94,1,0
664710728,2,8,2,1 2,7,1,3,U,U,1,3,18,7,0,8,1,2,2,2,2,5,4,3,2,0,4,0,0,0,0,1,1,3,3,2,3,5,5,6,5,4,6,4,3,3,3,2,4,4,6,6,5,5,5,3,3,3,0,0,0,0,0,0,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,6,6,5,4,3,3,3,3,4,3000,1,1,5,42,975,1,0
664712540,2,8,2,1 2,6,1,1 3,1,U,1,3,39,8,0,2,1,2,1,2,2,4,4,3,5,0,5,0,4,0,0,4,4,3,5,5,4,4,4,4,4,4,4,4,4,3,4,5,5,4,5,5,5,5,5,4,5,5,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,4,4,5,4,4,5,5,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,5,4,4,4,4,4,4,4,4,1500,1,4,4,5,60,1,0
664723614,2,8,2,1,7,1,3,U,U,1,3,39,10,5,0,2,2,2,2,2,3,4,0,3,0,5,0,0,0,0,4,3,5,3,4,5,2,5,2,6,0,0,0,0,0,0,6,5,3,6,6,6,6,6,6,6,3,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,3,3,2,6,6,2,6,300,2,7,4,34,1468,1,0
664724274,2,8,2,1,4,1,1 3,1,U,1,3,13,10,2 4 5,0,1,2,2,2,2,4,5,3,5,0,5,0,0,0,0,5,5,5,5,3,3,3,3,6,3,2,2,2,3,3,3,5,5,3,6,6,6,3,5,4,5,5,0,0,0,0,0,0,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,2000,1,4,4,13,365,1,0
664746083,2,8,2,1,4,1,1 3,1,U,1,3,13,8,0,997,2,2,2,2,2,5,4,0,4,0,5,0,0,0,0,3,3,4,3,5,5,5,3,1,4,0,0,0,0,0,0,5,4,5,1,1,4,5,3,4,4,4,0,0,0,0,0,0,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,5,5,5,5,5,3,5,4,3,7000,1,4,3,42,973,1,0
664748557,2,8,2,1 2 3 4 5,8,1,3,U,U,1,3,39,10,1,0,2,2,1,2,2,5,5,0,5,0,5,0,5,0,0,4,5,5,5,5,5,5,5,6,5,0,0,0,0,0,0,5,5,4,6,6,5,6,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,450,1,2,3,11,1093,1,0
664752512,2,8,2,1 2 4,3,1,1 3,1,U,1,3,18,7,0,1,2,2,2,2,2,4,4,0,4,0,4,0,0,0,0,2,3,3,2,4,2,2,4,4,4,0,0,0,0,0,0,4,4,4,6,6,6,6,4,4,4,3,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,6,4,5,5,4,4,4,4,2750,1,4,4,43,1335,1,0
664758492,2,8,2,3,3,1,3,U,U,1,3,13,8,0,2,1,1,2,2,2,5,4,4,3,0,4,5,0,0,0,3,3,5,5,3,5,4,5,4,5,4,3,4,3,5,4,5,5,4,3,6,5,4,5,4,3,5,0,0,0,0,0,0,5,5,5,5,5,4,4,5,5,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,6,5,5,5,5,5,4,5,2000,1,1,4,5,68,1,0
664760590,2,8,2,1,5,1,3,U,U,2,3,40,10,5 8,0,2,1,2,2,2,5,5,0,5,3,0,4,0,0,0,6,4,5,5,5,5,5,5,6,5,0,0,0,0,0,0,6,5,5,6,6,4,4,6,6,6,4,5,5,4,4,5,5,0,0,0,0,5,4,4,5,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,6,5,5,5,5,5,5,5,3000,1,4,3,30,869,1,0
664763461,2,8,2,1,6,1,2 3,U,1,1,3,14,5,0,1,2,2,2,2,2,4,2,0,4,0,5,0,0,0,0,4,3,3,2,5,3,3,4,6,4,0,0,0,0,0,0,2,5,4,6,6,4,6,5,4,3,2,0,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,6,3,2,4,3,2,3,2,100,2,1,5,3,36,1,0
664768881,2,8,2,1 3,6,1,3,U,U,2,3,13,10,1,0,1,1,1,2,2,5,4,1,4,0,5,5,4,0,0,4,5,4,3,5,4,5,4,6,3,3,4,3,3,4,3,4,4,3,6,6,5,1,4,5,5,5,0,0,0,0,0,0,5,5,5,4,5,5,4,5,5,3,5,3,2,1,3,3,3,1,5,4,4,1,1,0,0,0,0,0,0,0,0,0,3,3,1,1,6,4,4,4,4,4,4,4,500,2,1,5,41,1306,1,0
664773691,2,8,2,1,7,1,3,U,U,1,3,39,8,0,1,2,2,2,2,2,4,4,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,6,4,0,0,0,0,0,0,5,5,3,6,6,5,6,5,6,6,4,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,1000,1,8,4,1,1052,1,0
664775031,2,8,2,1 2 5,7,1,3,U,U,1,3,39,8,0,1,2,2,2,2,2,5,5,0,4,0,5,0,0,0,0,6,4,5,5,5,5,5,5,6,5,0,0,0,0,0,0,5,4,3,6,5,6,6,6,6,5,5,0,0,0,0,0,0,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,5,4,5,5,4,4,5,5,1500,2,7,5,29,1227,1,0
664793821,2,1,2,1,6,1,3,U,U,1,3,13,8,0,996,1,2,2,2,2,5,5,5,4,0,5,0,0,0,0,5,5,5,5,5,4,5,5,6,5,5,3,5,3,5,4,3,3,4,6,6,6,3,3,3,5,5,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,3,5,3,5,5,5,1500,2,7,4,5,60,1,0
664797076,2,8,2,1 4,4,1,1 3,1,U,1,1,39,8,0,996,2,1,2,2,2,5,5,0,4,0,5,5,0,0,0,5,6,5,5,4,5,5,4,5,4,0,0,0,0,0,0,4,5,5,6,6,5,5,5,5,5,4,0,0,0,0,0,0,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,5,5,4,5,4,5,4,5,100,2,7,4,7,176,1,0
664799147,2,8,2,1 2,2,1,3,U,U,2,3,13,6,0,1,2,2,1,2,2,5,5,0,5,0,4,0,5,0,0,5,4,3,3,4,5,4,5,4,5,0,0,0,0,0,0,5,5,5,4,3,4,4,4,4,4,5,0,0,0,0,0,0,5,5,5,4,0,0,0,0,0,0,0,0,0,3,4,5,5,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,1,3,3,4,4,4,4,4,5,2000,2,6,5,16,529,2,15
664823282,2,8,2,1 5,3,1,3,U,U,1,3,14,10,4 5 8,0,1,2,2,2,2,5,5,4,5,0,5,0,0,0,0,4,5,5,4,5,3,3,3,5,4,5,4,5,4,3,3,5,5,2,6,6,5,4,4,5,5,5,0,0,0,0,0,0,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,6,5,5,5,4,5,4,4,500,2,6,5,37,1498,1,0
664856522,2,8,2,1,5,1,3,U,U,2,3,13,10,1,0,1,2,2,2,2,5,5,5,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,5,5,5,5,5,5,5,1500,1,4,3,12,311,1,0
664859592,2,8,2,1 2,7,1,1 2 3,1,1,1,3,39,7,0,1,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,6,5,5,4,5,5,5,6,5,6,0,0,0,0,0,0,5,5,5,5,6,6,5,5,6,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,5,5,5,5,5,5,5,800,1,1,4,31,879,1,0
664864451,2,8,2,1,5,1,3,U,U,1,3,14,8,0,1 2,2,2,2,2,2,4,4,0,4,0,2,0,0,0,0,4,4,4,3,2,4,5,4,4,2,0,0,0,0,0,0,4,5,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,4,4,3,4,4,600,2,7,5,19,596,1,0
664876367,2,8,2,1 2,4,1,3,U,U,1,3,13,10,1,0,1,2,2,2,2,5,5,5,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,55555,1,8,4,21,674,1,0
664879486,2,8,2,1,2,1,3,U,U,1,3,39,10,1,0,2,2,2,2,2,4,4,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,4,4,5,0,0,0,0,0,0,5,5,5,5,5,4,3,1,1,1,1,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,6,5,5,5,5,5,5,5,2000,1,4,3,4,1064,1,0
664882340,2,8,2,1,5,1,3,U,U,1,3,14,10,3 5 9,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,6,5,0,0,0,0,0,0,5,5,5,6,6,5,6,5,5,4,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,6,5,2,5,5,5,3,5,1500,1,4,4,19,634,1,0
664899282,2,8,2,1,8,1,3,U,U,1,3,39,9,5,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,6,4,0,0,0,0,0,0,5,5,5,6,6,5,6,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,700,1,5,2,41,1293,1,0
664900446,2,8,2,3,6,1,1 3,1,U,1,1,39,10,997,0,1,2,2,2,2,4,2,2,3,0,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,3,3,6,4,2,3,3,3,3,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,4,4,4,4,4,4,2000,1,1,3,6,132,1,0
664907697,2,8,2,1,3,1,1 3,1,U,1,3,13,10,7,0,1,1,1,2,2,4,5,3,4,0,5,5,5,0,0,4,5,4,5,5,4,4,5,5,5,4,5,4,4,5,3,5,5,4,5,6,5,4,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,3,1,5,3,4,3,2,0,0,0,0,0,0,0,0,0,3,5,5,5,6,4,5,5,4,5,3,5,1500,2,7,4,42,975,1,0
664910303,2,8,2,1,6,1,1 3,1,U,1,3,13,5,0,6,2,2,2,2,2,4,3,0,3,0,4,0,0,0,0,3,4,5,3,5,4,4,3,3,4,0,0,0,0,0,0,5,3,3,2,1,3,4,3,2,2,2,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,4,3,4,4,3,3,3,1500,2,7,5,39,929,1,0
664916451,2,8,2,1,6,1,3,U,U,1,3,39,7,0,1,2,2,2,2,2,5,3,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,500,1,4,2,41,1303,1,0
664918750,2,8,2,1,7,1,3,U,U,1,3,13,9,997,0,2,2,2,2,2,4,3,0,5,0,5,0,0,0,0,5,5,4,3,4,5,5,5,5,3,0,0,0,0,0,0,5,5,4,5,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,5,5,5,5,5,5,5,5,500,1,1,4,7,203,1,0
664930802,2,8,2,1,4,1,3,U,U,2,3,13,10,1,0,2,2,2,2,2,5,4,0,5,0,5,0,0,0,0,5,5,4,5,5,5,5,5,6,5,0,0,0,0,0,0,5,5,4,6,6,6,4,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,2500,1,4,4,21,668,1,0
664954817,2,8,2,1 2,8,1,3,U,U,1,3,39,10,5,0,2,2,2,2,2,4,4,0,6,0,5,0,0,0,0,4,6,5,4,3,3,3,4,5,6,0,0,0,0,0,0,4,4,6,1,6,4,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,5,5,5,5,5,5,5,500,1,5,6,32,1247,1,0
664957202,2,8,2,1,6,1,3,U,U,1,3,39,8,0,1 6,1,2,1,2,2,5,5,5,4,0,5,0,5,0,0,5,5,4,3,5,4,4,5,4,4,5,5,3,4,3,5,5,5,4,3,3,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,4,5,4,5,5,5,2000,2,7,3,39,934,1,0
664995434,2,8,2,1,3,1,3,U,U,1,3,13,6,0,18,2,2,2,2,2,2,3,0,2,0,4,0,0,0,0,5,1,3,1,4,5,5,3,6,6,0,0,0,0,0,0,4,1,1,6,6,2,6,1,5,3,2,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,6,4,5,5,4,3,4,5,600,2,7,2,42,960,1,0
665115294,2,8,2,1 2,6,1,3,U,U,1,3,15,8,0,8,2,2,2,2,2,4,4,0,4,0,5,0,0,0,0,5,4,5,5,5,4,4,5,5,5,0,0,0,0,0,0,5,4,4,4,4,5,5,4,4,4,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,4,5,4,5,4,4,5,2000,2,7,4,19,591,1,0
665124325,2,8,2,1,6,1,1 3,1,U,1,3,13,10,5,0,2,2,1,2,2,5,5,0,4,0,5,0,5,0,0,5,5,5,5,4,5,5,5,5,3,0,0,0,0,0,0,5,5,3,6,6,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,3,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,4000,1,1,3,43,1325,1,0
665155075,2,8,2,1,4,1,2 3,U,1,1,3,39,8,0,1,2,2,2,2,2,4,3,0,2,0,2,0,0,0,0,4,3,2,4,2,3,4,5,6,3,0,0,0,0,0,0,4,5,1,6,6,4,6,3,5,3,3,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,6,3,4,5,3,5,2,3,100,2,7,3,28,1180,1,0
665161578,2,8,2,1 2 4,7,1,1 3,1,U,1,1,39,7,0,18,1,1,1,1,1,4,4,4,4,0,3,5,3,5,3,4,4,4,3,4,4,4,4,6,4,6,4,6,2,2,6,3,3,3,6,6,4,6,4,4,4,4,0,0,0,0,0,0,4,4,3,5,2,2,2,5,5,4,4,4,4,3,6,3,3,3,4,4,4,3,4,3,4,4,3,3,4,3,3,4,6,3,3,4,6,3,3,3,2,3,3,3,3000,2,1,5,20,1113,1,0
665162972,2,8,2,1,2,1,3,U,U,1,3,13,10,7,0,1,1,1,1,2,4,3,4,5,0,4,3,4,0,5,5,4,3,3,2,3,3,4,6,2,2,3,2,3,3,3,4,4,4,6,6,5,3,4,5,4,4,0,0,0,0,0,0,3,5,4,4,5,3,3,4,5,5,4,4,4,2,2,5,5,5,4,5,5,5,4,0,0,0,0,0,4,5,4,4,3,3,4,5,6,5,5,5,4,5,5,4,500,1,6,5,11,1093,1,0
665170550,2,8,2,1 2 4,4,1,1 2 3,1,1,1,1,29,10,2 4,0,1,2,2,2,2,5,5,5,5,5,0,0,0,0,0,5,6,5,5,5,4,4,5,5,2,4,5,4,5,5,5,5,5,4,5,5,5,5,6,6,6,5,5,5,6,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,6,6,6,4,6,6,6,6,4700,1,1,3,31,873,1,0
665171136,2,8,2,1,4,1,1 3,1,U,1,3,39,9,996,0,2,2,2,2,2,5,4,0,5,0,5,0,0,0,0,5,5,4,3,3,4,4,5,6,4,0,0,0,0,0,0,4,5,5,6,6,5,6,4,4,4,4,0,0,0,0,0,0,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,6,5,4,5,5,5,4,4,200,2,8,3,22,714,1,0
665178175,2,8,2,1,5,1,1 3,1,U,1,3,13,10,5 6,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,4,5,5,4,5,5,5,0,0,0,0,0,0,5,5,5,6,6,5,6,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,700,2,7,4,1,1036,2,29
